Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0x46be5d239e25373f928b15078ab6a2cc8d42f48340785c0d9059b69d76c826d8,9721933,1638112380,2021-11-28 15:13:00,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,0,0,4332.67,0.012950967546623500,56.1122685602292,,,,Accepire-BT Contract,
0x6c84f0706f0c106af471cfc89c1bdf4714b16abf013aa51668f9a6cd3944c03d,9721934,1638112395,2021-11-28 15:13:15,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000280137501008495,1.21374334649448,,,,Set Sales Agreement,
0x764e42c21a871653cd36fdd185a88ca2c9329e23716a5d96e60ff0aac14c99f6,9721935,1638112410,2021-11-28 15:13:30,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00047907500172467,2.07567388772243,,,,Add Order,
0x18221b43cc4d2d7f2190bb629a01b6e824cfe35c06523c359fb65fa2171afbaf,9721936,1638112425,2021-11-28 15:13:45,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000301265001084554,1.30528183224901,,,,Create Invoice,
0x03aa68b17c5b82fec4b7cae2320414e89565e8ec95274ece96684702ddced3d4,9721937,1638112440,2021-11-28 15:14:00,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000046603000419427,0.201915421827239,,,,Confirm Invoice,
0x9f1bbeb2bee00e6bce2b49aa438f9be5e20d0f0f0dd2589e849f9378f2b2f098,9721939,1638112470,2021-11-28 15:14:30,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000049139000442251,0.212903073046128,,,,Confirm Order,
0x155094cfaab19698a0cd413b144a1e63465a003f7ab9c77279638c656289d004,9721941,1638112500,2021-11-28 15:15:00,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00020843250138955,0.903069245795462,,,,Set Financial Agreement Parties,
0x30e0bf23966e093df2531b802453964ded3c88e100f4c8427c323d1218cd53a6,9721942,1638112515,2021-11-28 15:15:15,0x9049ce69906d3cd891556810c39f09ea921fc087,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000044547000326678,0.193007451905388,,,,Confirm Financial Agreement,
0xd5de847207b306e2c06ec23775730848ee450844d4806d66153924e6464cb1f9,9721943,1638112530,2021-11-28 15:15:30,0x9049ce69906d3cd891556810c39f09ea921fc087,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000208768501670148,0.9045250241312,,,,Set LC Agreement,
0x839423441d935f48b4a1ccc6e0930b5292673e1108649e8791f5a6a28f06feec,9721944,1638112545,2021-11-28 15:15:45,0x9049ce69906d3cd891556810c39f09ea921fc087,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000134292500590887,0.581845088535118,,,,Add Document,
0xb516bd6fd5b34eab8f55286c0d262eb7a850f88be096ba7857db2abccb106a6b,9721946,1638112575,2021-11-28 15:16:15,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000052493100572652,0.227435282058112,,,,Validate Document,
0xd6829e668d556198f0aa77e9f72871c92f3f73a0de8259aca403adaf47a9d672,9721947,1638112590,2021-11-28 15:16:30,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000207754802266416,0.900132999135633,,,,Set Shipping Agreement,
0x193e2a3d419f104b78e93e4c356ee134d2707172c057302bf398a2a4147cee57,9721948,1638112605,2021-11-28 15:16:45,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000073617500323917,0.318960335128425,,,,Verify Goods,
0xf0a89fc8b474d8479d438dbc28f33193f1ca375124eb05d860799fcd6a34f6f7,9721949,1638112620,2021-11-28 15:17:00,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00034002,1.4731944534,,,,Verify Goods,
0x6dee46c598bbf202acb17d2350f7641e44e863e169da49f844a4b4f1e6baedf3,9721950,1638112635,2021-11-28 15:17:15,0x209b153a796c1924b675e5cd9476384cd38e9387,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000081322500357819,0.352343557625312,,,,Initiate Shipment,
0x994d95422412a108c5c277bf652b727bcad1bcb7164db9c7f17af391175d2ca1,9721951,1638112650,2021-11-28 15:17:30,0xe323b722518c16b903eb840d6ee00c504bfec25b,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.0003405,1.475274135,,,,Verify Goods,
0x20c051444fd3ba60c789521caa79b41e36e54acb205760eead4b405aee1065b1,9721952,1638112665,2021-11-28 15:17:45,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000029796000327756,0.129096236740059,,,,Confirm Shipment,
0x33d3742bd37c54e62cd68e2eba617b0b90091da4042d90c5811e3ff8a82a28c3,9721953,1638112680,2021-11-28 15:18:00,0x9049ce69906d3cd891556810c39f09ea921fc087,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.000173011501268751,0.749601741202079,,,,Set Payment Agreement,
0x029ca10a4c5d9d168598706fe3e1d6a03b002d1a82e98f7a1e1385cd1ac36c44,9721954,1638112695,2021-11-28 15:18:15,0x9049ce69906d3cd891556810c39f09ea921fc087,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00032058,1.3889673486,,,,Initiate Payment,
0x1a51833afd9404551572fd44ba9dc20ba4979fa9286c5411516d16e3e66c3fe7,9721955,1638112710,2021-11-28 15:18:30,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00029852,1.2933886484,,,,Processpayment,
0x7fe965884f82dc1620be11cd6ffd2a004050fa7160d8b8d59cc7713102f49013,9721956,1638112725,2021-11-28 15:18:45,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xdef01faf148a690d5ba94a6b0e7c2738c1bdee65,,0,0,4332.67,0.00006651700066517,0.288196213271962,,,,Payment Received,
