Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0x4d07bfa3ebd33ecd0fb134be6eae59a5beef1831cc0c6423e1d67c73f16a3343,9725455,1638165220,2021-11-29 05:53:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0x22b704551cefea345547f0b01b490f1e0f13220d,0,0,4332.06,0.012950967546623500,56.1043684700258,,,,Accepire-BT Contract,
0x5c3d7d9d65ccd259ef02e23391b758f67dd7b21a6e2dd01737dbb9192997106e,9725456,1638165235,2021-11-29 05:53:55,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.000280137501008495,1.21357246261886,,,,Set Sales Agreement,
0x62f6677b83ed906879476e12caed2c9d67e0cf80064fd6e704a0eb6d008e04a4,9725458,1638165265,2021-11-29 05:54:25,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.00019163000172467,0.830152665271374,,,,Add Order,
0xe1a6040a73ba46fe74446d47b53dd1c03976158e5012d580c5f62f6bd37a85ca,9725459,1638165280,2021-11-29 05:54:40,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.000120506001084554,0.522039227058353,,,,Create Invoice,
0x88ff337c0c61b521f82a6b54b65acca31e78132221d4a94bc169d1dc89332ad9,9725460,1638165295,2021-11-29 05:54:55,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.000116507500419427,0.504717482266983,,,,Confirm Invoice,
0xaff021f3ae57c02f962643b248f5006efaa4c9a57f116f1038619ac49c1e142c,9725461,1638165310,2021-11-29 05:55:10,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.000049139000442251,0.212873098255858,,,,Confirm Order,
0xc4d70af76861af3bbc13e401e650241ba9de6d47334182cd0560a35284c6a94b,9725463,1638165340,2021-11-29 05:55:40,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.000138955001250595,0.601961402717653,,,,Set Financial Agreement Parties,
0xc1f28d117c0cf6c5ddb58732e06de316167d53b64b3f0c8afe38073dd4083975,9725464,1638165355,2021-11-29 05:55:55,0x9049ce69906d3cd891556810c39f09ea921fc087,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.00002969800029698,0.128653519166535,,,,Confirm Financial Agreement,
0xa586bb8b0d84262fe5b2fb5b3d2895abfe51fb22c5a985404b00663f61854311,9725465,1638165370,2021-11-29 05:56:10,0x9049ce69906d3cd891556810c39f09ea921fc087,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.00034794750139179,1.50732945287932,,,,Set LC Agreement,
0xc21aa8879447a620a7a8da8e0c6d365d0fbb5b0e304bcf13d9657c4d13d33d2b,9725466,1638165385,2021-11-29 05:56:25,0x9049ce69906d3cd891556810c39f09ea921fc087,0x22b704551cefea345547f0b01b490f1e0f13220d,,0,0,4332.06,0.00013429250053717,0.581763169877053,,,,Add Document,
