Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4426.75/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x7b70840f12507447ddbb2caa71286afef3839f91b4df4c2b407240640a8ddc46,141777,1637843104,2021-11-25 12:25:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0xf23fa94a9ccb1709c37869f3b6921e045b922534,0,0,0,0.000000051807482525,0.000229338773267544,Accepire-BT Contract,,,
0x099b5cd4564e2630fc5267905984cdebd928f8e34ed4741d904deea6073cb5f5,141778,1637843104,2021-11-25 12:25:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000001119605923,0.000004956215519640,Set Sales Agreement,,,
0x3ac4f2940e526f7695787b0f1e57ae362f57e879e9c4cc8415fcb937049aee5b,141779,1637843104,2021-11-25 12:25:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000001948363819,0.000008624919535758,Add Order,,,
0x442671fe67eb4f62b159f8607f89f2cd256dcff14490fea8fbea3ccb5bf4fd67,141780,1637843104,2021-11-25 12:25:04,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000001128116595,0.000004993890136916,Create Invoice,,,
0x9fbb2fb562ada116b4e08240a0ae36bae187000186888afe342d19e555c16131,141781,1637843104,2021-11-25 12:25:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000000466081723,0.000002063227267290,Confirm Invoice,,,
0x0a36ee2a3b4438660f357946604523dc01faf9460a1821be96920f661a0ca961,141782,1637843304,2021-11-25 12:28:24,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000000511441723,0.000002264024647290,Confirm Order,,,
0x2676f5859f39aac25813a41a947b25c02cd702706e0fc17edd6688aae2c807fb,141783,1637843304,2021-11-25 12:28:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000001415605923,0.000006266533519640,Set Financial Agreement Parties,,,
0x2163576782f912355e68e71072576d0a148194826ae6266e04c4c18284e0de98,141784,1637843304,2021-11-25 12:28:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000000338031723,0.000001496381929790,Confirm Financial Agreement,,,
0x3fdf379c80fc039a1be208d110156fdc9c83891d2440751c1d06b68abb76eab8,141785,1637843304,2021-11-25 12:28:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000001390849787,0.000006156944294602,Set LC Agreement,,,
0x5acf351a0d718620b21e0100f4b16d826e58e997527d2e84196fa59d2ad5c1d6,141786,1637843304,2021-11-25 12:28:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf23fa94a9ccb1709c37869f3b6921e045b922534,,0,0,0,0.000000000530223235,0.000002347165705536,Add Document,,,
