Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x0335edf19183120b6a24024eb1b250d0008dacd53714b4667cb22055391b0164,162786,1638198112,2021-11-29 15:01:52,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,0,0,4609.25,0.000000051807482693,0.00023879363960271,Accepire-BT Contract,,,
0x27107d29598497ccae6ed46003a64d5581b56d3258ec66b98cdeefacd4e2d837,162787,1638198112,2021-11-29 15:01:52,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001119606091,0.00000516054437494175,Set Sales Agreement,,,
0x6c9a4ce88ee32798a66b1242af0385f38f0b47b4022c1dd463d903ea1461f790,162788,1638198112,2021-11-29 15:01:52,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001948363987,0.00000898049670707975,Add Order,,,
0x486af15610453591f69659b6a0a8ffbd134ac9a989bee92a0592a1c3a68a1a23,162789,1638198112,2021-11-29 15:01:52,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001128116595,0.00000519977141550375,Create Invoice,,,
0xe26982627fe8b9ed4bec246d778beacbdf82a0745c2f74572e62aa90e1cb6f40,162790,1638198112,2021-11-29 15:01:52,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000466081891,0.00000214828795609175,Confirm Invoice,,,
0x3f4771bcc387c62a01ed04fdf0363a9e5314784ee0c21857ce8e1f90c2aee39c,162791,1638198112,2021-11-29 15:01:52,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000511441723,0.00000235736276173775,Confirm Order,,,
0xaad32c0d3ca0d8cb2d74e6fa830ab7992c58ade12db9b584149d06fd7cfa7437,162792,1638198112,2021-11-29 15:01:52,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001415606091,0.00000652488237494175,Set Financial Agreement Parties,,,
0xf8afcae85b731fbc2e6a27e6a2cadc24db2af3076c4f590690e3263ab6c23e76,162793,1638198112,2021-11-29 15:01:52,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000338031723,0.00000155807271923775,Confirm Financial Agreement,,,
0x96b01ef6bd1e63270b42898bb07cb0061b38c440cb7c9d4ea611a489ce327812,162794,1638198304,2021-11-29 15:05:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001390849787,0.00000641077438072975,Set LC Agreement,,,
0x2ecc516d71a475341e77072657841d2aa9f01ce53962ebe9cafaaf8739ca1d69,162795,1638198304,2021-11-29 15:05:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000530223235,0.00000244393144592375,Add Document,,,
0x457ec82681fbf617df0a629a77ce0b3e3e2a8a997bedd8eb9e24f70fb3726509,162798,1638198304,2021-11-29 15:05:04,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000517263235,0.00000238419556592375,Validate Document,,,
0x78a7be0814ea20cc33ba47a464f4a19289995324e76a1f53c0c926fa0a2d8fd0,162799,1638198304,2021-11-29 15:05:04,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001935751253,0.00000892236146289025,Set Shipping Agreement,,,
0x8cf58a40197ea797cc962f09e448257cdce14aed2df370fa45c83df03ec4742d,162801,1638198304,2021-11-29 15:05:04,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000315521723,0.00000145431850173775,Verify Goods,,,
0x432ff764ea63c6d1ca527e1fc692faccd2c88006a7c8098e2f808c48284fcc95,162804,1638198304,2021-11-29 15:05:04,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000361071723,0.00000166426983923775,Verify Goods,,,
0xe9cff0df92a025509bf33f7f3cf3cb141670a97a140542b031d7dbdc1faa9d82,162807,1638198304,2021-11-29 15:05:04,0x209b153a796c1924b675e5cd9476384cd38e9387,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000400341723,0.00000184527508673775,Initiate Shipment,,,
0xbab0f3f61b6625356843f7dcfa245f0933349c590d0bf34dc2eb032962df39bd,162808,1638198304,2021-11-29 15:05:04,0xe323b722518c16b903eb840d6ee00c504bfec25b,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000361551723,0.00000166648227923775,Verify Goods,,,
0xb04ce878daa1fbeaa2dc5e0edc5ae1e9f642026be281b2cb101f548f6e00668d,162809,1638198304,2021-11-29 15:05:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000339011891,0.00000156259055859175,Confirm Shipment,,,
0x73783756cefb182ab0312edb95d3567596da0ed1bca6861287da48806c5f9c89,162810,1638198304,2021-11-29 15:05:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000001159473651,0.00000534430392587175,Set Payment Agreement,,,
0xc44f062b5de2bd453bef41dd775a8c44570a9899c3b33cfd67c5180ba479e103,162811,1638198304,2021-11-29 15:05:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000361631597,0.00000166685043847225,Initiate Payment,,,
0x2b114b4f9cd932bdc113adbeb762f6d049fb43bd32de0cc54e32b59fd485c861,162812,1638198304,2021-11-29 15:05:04,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000339571723,0.00000156517096423775,Processpayment,,,
0xadcc252621addbb2fd8ea371a6d79deb1533f21c144bb7b6e2f2f0bf3d66825a,162813,1638198304,2021-11-29 15:05:04,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0xf03c5317dc68f45f9fb814f9cf798da85d79345c,,0,0,4609.25,0.000000000370401597,0.00000170727356097225,Payment Received,,,
