Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4287.97/ETH,TxnFee(ETH),TxnFee(USD),Historical $Price/ETH,Status,ErrCode,Method
0x58811678e55469091306a4537662d587d7127225b4e6f35861ed3803aa90c5d7,6952574,1637639079,2021-11-23 03:44:39,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,0,0,0,0.002074908449755460,8.89714518529793,,,,Accepire-BT Contract
0x4fdbfdf009fe1e2ac05dde23962505f332d27ae8d54ee3479b88d6556c37a073,6952576,1637639124,2021-11-23 03:45:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000016931427075202,0.0726014513556539,,,,Set Sales Agreement
0xef2b720aaad7ee93b061c407b96d1dc5f1f42067008e72d90d3fe092b37ee279,6952582,1637639124,2021-11-23 03:45:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000024427914099558,0.104746162821482,,,,Add Order
0x5409d36448ea5296c29e79bd65485fc6a04201d61697624e03e2a46f3b802447,6952586,1637639124,2021-11-23 03:45:24,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000017040625394873,0.0730696904744536,,,,Create Invoice
0x81af4816fbaa285a9f7d4e3d86ce1c3cb471e0fb749cf20a7b88b5bcfc9f3e5f,6952591,1637639124,2021-11-23 03:45:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000009881045152651,0.0423696251832129,,,,Confirm Invoice
0x7a88eeb764b263303265a43316c6bfb4edace90e691ea738a4441c844f997441,6952594,1637639124,2021-11-23 03:45:24,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.00000989793306633,0.0424420400504311,,,,Confirm Order
0x8d5ca2db44d3b08d7ff8d8846d55a79c84183f19d21af2d145844d5ff3f8d1de,6952601,1637639124,2021-11-23 03:45:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000019116998202501,0.0819731147823782,,,,Set Financial Agreement Parties
0xf0e75a42788c2dd07b8266e3b3c01850cf564d7303a764b110229c3491be8e59,6952604,1637639184,2021-11-23 03:46:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007742709967491,0.0332005080593024,,,,Confirm Financial Agreement
0xdb87fb588655e929f59d32a2a34484c1c7671588c36d0db17afd4f52bf2e6ded,6952606,1637639184,2021-11-23 03:46:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000019579620055047,0.0839568234074399,,,,Set LC Agreement
0xc4083e368402770f60021fab5d9bf3b51c6a6cee183321c756d7244fc0287219,6952615,1637639184,2021-11-23 03:46:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000010075501782492,0.0432034493782722,,,,Add Document
0x1076a1a3dd56a9f88632e8ef428931d6ed9879547961fb95dec1d5e16c0b12e5,6952618,1637639184,2021-11-23 03:46:24,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.00001009355776777,0.0432808729014647,,,,Validate Document
0x28d2b1a78afe91e5b04668af2eb82b208792aac0bdc7d86f3c700974cd24d34b,6952625,1637639184,2021-11-23 03:46:24,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000025326936234736,0.108601142766461,,,,Set Shipping Agreement
0xb2f49693d95e06cb83d83232f5eefcfdc4a4e7ed1a2a3f2a726985d6c8d4c65c,6952629,1637639184,2021-11-23 03:46:24,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007742469803237,0.0331994782421862,,,,Verify Goods
0x8a7bcac15fa7bc353f4d5c497a06fb2fe3d4724a60b49fb90523d8d89fef75bf,6952634,1637639244,2021-11-23 03:47:24,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007743943538432,0.0332057975744903,,,,Verify Goods
0x7472c38a732f0cd47e23e03f261d8565235da4c68d9013ba99da3f39b1408e86,6952637,1637639244,2021-11-23 03:47:24,0x209b153a796c1924b675e5cd9476384cd38e9387,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007731182083299,0.0331510768377236,,,,Initiate Shipment
0x458ea299abb876579173a9294c4fdf12d90ac1e69c7a70a2eac11f88bd431e0e,6952642,1637639244,2021-11-23 03:47:24,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007729304435495,0.0331430255402695,,,,Verify Goods
0x7d64c46d5b8b52beade1567429f95f1960b15175ab5683292190fb3d5aca7c6a,6952648,1637639244,2021-11-23 03:47:24,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.00000772859485929,0.0331399828987897,,,,Confirm Shipment
0xc55988612fb060e9cddf90dfd8a9eb419a9b6f65d08ad213de1f2d021a71faf7,6952651,1637639244,2021-11-23 03:47:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000017872499787944,0.0766367429157102,,,,Set Payment Agreement
0x2663a95dc5d6a63575bc0c65118f5d512c15d37182aadfa5285872200faef604,6952655,1637639244,2021-11-23 03:47:24,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.00000772903152157,0.0331418552935465,,,,Initiate Payment
0x97ca0606a42400521354e5bb1bcb9014b749323dc1228b8fc95e50b179ae6032,6952657,1637639244,2021-11-23 03:47:24,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.00000772859485929,0.0331399828987897,,,,Processpayment
0x8f26a81dcec36521f8edf839f33059cafc8704b67ec457a9209d865d9bcf65d9,6952661,1637639304,2021-11-23 03:48:24,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4f82145b5e257e4d28efb46d5e1423014e5b0509,,0,0,0,0.000007714883663698,0.0330811897034271,,,,Payment Received
